black.py:28:syms = pygram.python_symbols
black.py:29:FileContent = str
black.py:35:LN = Union[Leaf, Node]
black.py:36:out = partial(click.secho, bold=True, err=True)
black.py:37:err = partial(click.secho, fg='red', err=True)
black.py:290:GRAMMARS = [
black.py:332:T = TypeVar('T')
black.py:396:WHITESPACE = {token.DEDENT, token.INDENT, token.NEWLINE}
black.py:398:STATEMENT = {
black.py:408:STANDALONE_COMMENT = 153
black.py:410:COMPARATORS = {
black.py:433:COMPREHENSION_PRIORITY = 20
black.py:434:COMMA_PRIORITY = 10
black.py:1075:BRACKET = {token.LPAR: token.RPAR, token.LSQB: token.RSQB, token.LBRACE: token.RBRACE}
black.py:1076:OPENING_BRACKETS = set(BRACKET.keys())
black.py:1077:CLOSING_BRACKETS = set(BRACKET.values())
black.py:1079:ALWAYS_NO_SPACE = CLOSING_BRACKETS | {token.COMMA, STANDALONE_COMMENT}
black.py:1900:if __name__ == '__main__':
tests/test_black.py:15:ll = 88
tests/test_black.py:17:fs = partial(black.format_str, line_length=ll)
tests/test_black.py:18:THIS_FILE = Path(__file__)
tests/test_black.py:20:EMPTY_LINE = '# EMPTY LINE WITH WHITESPACE' + ' (this comment will be removed)'
tests/test_black.py:328:if __name__ == '__main__':
tests/test_black.py:154:    def test_comments3(self) -> None:
black.py:716:    def append_comment(self, comment: Leaf) -> bool:
black.py:718:        if comment.type != token.COMMENT:
black.py:719:            return False
black.py:556:            self.leaves.append(leaf)
black.py:1560:            comment_after = line.comments.get(id(leaf))
black.py:1561:            if comment_after:
black.py:1558:        for leaf in leaves:
black.py:1559:            result.append(leaf, preformatted=True)
black.py:529:    def append(self, leaf: Leaf, preformatted: bool = False) -> None:
black.py:539:        has_value = leaf.value.strip()
black.py:540:        if not has_value:
black.py:543:        if self.leaves and not preformatted:
black.py:547:        if self.inside_brackets or not preformatted:
black.py:548:            self.maybe_decrement_after_for_loop_variable(leaf)
black.py:688:    def maybe_decrement_after_for_loop_variable(self, leaf: Leaf) -> bool:
black.py:690:        if self._for_loop_variable and leaf.type == token.NAME and leaf.value == 'in':
black.py:695:        return False
black.py:549:            self.bracket_tracker.mark(leaf)
black.py:450:    def mark(self, leaf: Leaf) -> None:
black.py:465:        if leaf.type == token.COMMENT:
black.py:468:        if leaf.type in CLOSING_BRACKETS:
black.py:472:        leaf.bracket_depth = self.depth
black.py:473:        if self.depth == 0:
black.py:1337:def is_delimiter(leaf: Leaf) -> int:
black.py:1342:    if leaf.type == token.COMMA:
black.py:1343:        return COMMA_PRIORITY
black.py:474:            delim = is_delimiter(leaf)
black.py:475:            if delim:
black.py:476:                self.delimiters[id(leaf)] = delim
black.py:500:        if leaf.type in OPENING_BRACKETS:
black.py:503:        self.previous = leaf
black.py:550:            self.maybe_remove_trailing_comma(leaf)
black.py:625:    def maybe_remove_trailing_comma(self, closing: Leaf) -> bool:
black.py:627:        if not (
black.py:632:            return False
black.py:551:            self.maybe_increment_for_loop_variable(leaf)
black.py:674:    def maybe_increment_for_loop_variable(self, leaf: Leaf) -> bool:
black.py:680:        if leaf.type == token.NAME and leaf.value == 'for':
black.py:686:        return False
black.py:552:            if self.maybe_adapt_standalone_comment(leaf):
black.py:697:    def maybe_adapt_standalone_comment(self, comment: Leaf) -> bool:
black.py:706:        if not (
black.py:710:            return False
black.py:555:        if not self.append_comment(leaf):
black.py:716:    def append_comment(self, comment: Leaf) -> bool:
black.py:718:        if comment.type != token.COMMENT:
black.py:719:            return False
black.py:556:            self.leaves.append(leaf)
black.py:1560:            comment_after = line.comments.get(id(leaf))
black.py:1561:            if comment_after:
black.py:1558:        for leaf in leaves:
black.py:1559:            result.append(leaf, preformatted=True)
black.py:529:    def append(self, leaf: Leaf, preformatted: bool = False) -> None:
black.py:539:        has_value = leaf.value.strip()
black.py:540:        if not has_value:
black.py:543:        if self.leaves and not preformatted:
black.py:547:        if self.inside_brackets or not preformatted:
black.py:548:            self.maybe_decrement_after_for_loop_variable(leaf)
black.py:688:    def maybe_decrement_after_for_loop_variable(self, leaf: Leaf) -> bool:
black.py:690:        if self._for_loop_variable and leaf.type == token.NAME and leaf.value == 'in':
black.py:695:        return False
black.py:549:            self.bracket_tracker.mark(leaf)
black.py:450:    def mark(self, leaf: Leaf) -> None:
black.py:465:        if leaf.type == token.COMMENT:
black.py:468:        if leaf.type in CLOSING_BRACKETS:
black.py:472:        leaf.bracket_depth = self.depth
black.py:473:        if self.depth == 0:
black.py:1337:def is_delimiter(leaf: Leaf) -> int:
black.py:1342:    if leaf.type == token.COMMA:
black.py:1345:    if leaf.type in COMPARATORS:
black.py:1348:    if (
black.py:1355:    return 0
black.py:474:            delim = is_delimiter(leaf)
black.py:475:            if delim:
black.py:1:#!/usr/bin/env python3
black.py:477:            elif self.previous is not None:
black.py:478:                if leaf.type == token.STRING and self.previous.type == token.STRING:
black.py:1:#!/usr/bin/env python3
black.py:480:                elif (
black.py:1:#!/usr/bin/env python3
black.py:487:                elif (
black.py:1:#!/usr/bin/env python3
black.py:494:                elif (
black.py:500:        if leaf.type in OPENING_BRACKETS:
black.py:503:        self.previous = leaf
black.py:550:            self.maybe_remove_trailing_comma(leaf)
black.py:625:    def maybe_remove_trailing_comma(self, closing: Leaf) -> bool:
black.py:627:        if not (
black.py:632:            return False
black.py:551:            self.maybe_increment_for_loop_variable(leaf)
black.py:674:    def maybe_increment_for_loop_variable(self, leaf: Leaf) -> bool:
black.py:680:        if leaf.type == token.NAME and leaf.value == 'for':
black.py:686:        return False
black.py:552:            if self.maybe_adapt_standalone_comment(leaf):
black.py:697:    def maybe_adapt_standalone_comment(self, comment: Leaf) -> bool:
black.py:706:        if not (
black.py:710:            return False
black.py:555:        if not self.append_comment(leaf):
black.py:716:    def append_comment(self, comment: Leaf) -> bool:
black.py:718:        if comment.type != token.COMMENT:
black.py:719:            return False
black.py:556:            self.leaves.append(leaf)
black.py:1560:            comment_after = line.comments.get(id(leaf))
black.py:1561:            if comment_after:
black.py:1558:        for leaf in leaves:
black.py:1559:            result.append(leaf, preformatted=True)
black.py:529:    def append(self, leaf: Leaf, preformatted: bool = False) -> None:
black.py:539:        has_value = leaf.value.strip()
black.py:540:        if not has_value:
black.py:543:        if self.leaves and not preformatted:
black.py:547:        if self.inside_brackets or not preformatted:
black.py:548:            self.maybe_decrement_after_for_loop_variable(leaf)
black.py:688:    def maybe_decrement_after_for_loop_variable(self, leaf: Leaf) -> bool:
black.py:690:        if self._for_loop_variable and leaf.type == token.NAME and leaf.value == 'in':
black.py:695:        return False
black.py:549:            self.bracket_tracker.mark(leaf)
black.py:450:    def mark(self, leaf: Leaf) -> None:
black.py:465:        if leaf.type == token.COMMENT:
black.py:468:        if leaf.type in CLOSING_BRACKETS:
black.py:472:        leaf.bracket_depth = self.depth
black.py:473:        if self.depth == 0:
black.py:1337:def is_delimiter(leaf: Leaf) -> int:
black.py:1342:    if leaf.type == token.COMMA:
black.py:1345:    if leaf.type in COMPARATORS:
black.py:1348:    if (
black.py:1355:    return 0
black.py:474:            delim = is_delimiter(leaf)
black.py:475:            if delim:
black.py:1:#!/usr/bin/env python3
black.py:477:            elif self.previous is not None:
black.py:478:                if leaf.type == token.STRING and self.previous.type == token.STRING:
black.py:1:#!/usr/bin/env python3
black.py:480:                elif (
black.py:1:#!/usr/bin/env python3
black.py:487:                elif (
black.py:1:#!/usr/bin/env python3
black.py:494:                elif (
black.py:500:        if leaf.type in OPENING_BRACKETS:
black.py:503:        self.previous = leaf
black.py:550:            self.maybe_remove_trailing_comma(leaf)
black.py:625:    def maybe_remove_trailing_comma(self, closing: Leaf) -> bool:
black.py:627:        if not (
black.py:632:            return False
black.py:551:            self.maybe_increment_for_loop_variable(leaf)
black.py:674:    def maybe_increment_for_loop_variable(self, leaf: Leaf) -> bool:
black.py:680:        if leaf.type == token.NAME and leaf.value == 'for':
black.py:686:        return False
black.py:552:            if self.maybe_adapt_standalone_comment(leaf):
black.py:697:    def maybe_adapt_standalone_comment(self, comment: Leaf) -> bool:
black.py:706:        if not (
black.py:710:            return False
black.py:555:        if not self.append_comment(leaf):
black.py:716:    def append_comment(self, comment: Leaf) -> bool:
black.py:718:        if comment.type != token.COMMENT:
black.py:719:            return False
black.py:556:            self.leaves.append(leaf)
black.py:1560:            comment_after = line.comments.get(id(leaf))
black.py:1561:            if comment_after:
black.py:1558:        for leaf in leaves:
black.py:1559:            result.append(leaf, preformatted=True)
black.py:529:    def append(self, leaf: Leaf, preformatted: bool = False) -> None:
black.py:539:        has_value = leaf.value.strip()
black.py:540:        if not has_value:
black.py:543:        if self.leaves and not preformatted:
black.py:547:        if self.inside_brackets or not preformatted:
black.py:548:            self.maybe_decrement_after_for_loop_variable(leaf)
black.py:688:    def maybe_decrement_after_for_loop_variable(self, leaf: Leaf) -> bool:
black.py:690:        if self._for_loop_variable and leaf.type == token.NAME and leaf.value == 'in':
black.py:695:        return False
black.py:549:            self.bracket_tracker.mark(leaf)
black.py:450:    def mark(self, leaf: Leaf) -> None:
black.py:465:        if leaf.type == token.COMMENT:
black.py:468:        if leaf.type in CLOSING_BRACKETS:
black.py:472:        leaf.bracket_depth = self.depth
black.py:473:        if self.depth == 0:
black.py:1337:def is_delimiter(leaf: Leaf) -> int:
black.py:1342:    if leaf.type == token.COMMA:
black.py:1345:    if leaf.type in COMPARATORS:
black.py:1348:    if (
black.py:1355:    return 0
black.py:474:            delim = is_delimiter(leaf)
black.py:475:            if delim:
black.py:1:#!/usr/bin/env python3
black.py:477:            elif self.previous is not None:
black.py:478:                if leaf.type == token.STRING and self.previous.type == token.STRING:
black.py:1:#!/usr/bin/env python3
black.py:480:                elif (
black.py:1:#!/usr/bin/env python3
black.py:487:                elif (
black.py:1:#!/usr/bin/env python3
black.py:494:                elif (
black.py:500:        if leaf.type in OPENING_BRACKETS:
black.py:503:        self.previous = leaf
black.py:550:            self.maybe_remove_trailing_comma(leaf)
black.py:625:    def maybe_remove_trailing_comma(self, closing: Leaf) -> bool:
black.py:627:        if not (
black.py:632:            return False
black.py:551:            self.maybe_increment_for_loop_variable(leaf)
black.py:674:    def maybe_increment_for_loop_variable(self, leaf: Leaf) -> bool:
black.py:680:        if leaf.type == token.NAME and leaf.value == 'for':
black.py:686:        return False
black.py:552:            if self.maybe_adapt_standalone_comment(leaf):
black.py:697:    def maybe_adapt_standalone_comment(self, comment: Leaf) -> bool:
black.py:706:        if not (
black.py:710:            return False
black.py:555:        if not self.append_comment(leaf):
black.py:716:    def append_comment(self, comment: Leaf) -> bool:
black.py:718:        if comment.type != token.COMMENT:
black.py:719:            return False
black.py:556:            self.leaves.append(leaf)
black.py:1560:            comment_after = line.comments.get(id(leaf))
black.py:1561:            if comment_after:
black.py:1558:        for leaf in leaves:
black.py:1559:            result.append(leaf, preformatted=True)
black.py:529:    def append(self, leaf: Leaf, preformatted: bool = False) -> None:
black.py:539:        has_value = leaf.value.strip()
black.py:540:        if not has_value:
black.py:543:        if self.leaves and not preformatted:
black.py:547:        if self.inside_brackets or not preformatted:
black.py:548:            self.maybe_decrement_after_for_loop_variable(leaf)
black.py:688:    def maybe_decrement_after_for_loop_variable(self, leaf: Leaf) -> bool:
black.py:690:        if self._for_loop_variable and leaf.type == token.NAME and leaf.value == 'in':
black.py:695:        return False
black.py:549:            self.bracket_tracker.mark(leaf)
black.py:450:    def mark(self, leaf: Leaf) -> None:
black.py:465:        if leaf.type == token.COMMENT:
black.py:468:        if leaf.type in CLOSING_BRACKETS:
black.py:472:        leaf.bracket_depth = self.depth
black.py:473:        if self.depth == 0:
black.py:1337:def is_delimiter(leaf: Leaf) -> int:
black.py:1342:    if leaf.type == token.COMMA:
black.py:1343:        return COMMA_PRIORITY
black.py:474:            delim = is_delimiter(leaf)
